"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","untreated1","untreated2","untreated3","untreated4","treated1","treated2","treated3"
"13","FBgn0027279",2954.97371231197,1.19211896034227,0.0936071015299905,12.7353474347279,3.76167817510855e-37,2.40834211164835e-34,3767.1435232329,4103.1782163603,4004.32898227936,3700.9975842391,1792.03021991212,1681.40132937586,1635.73613078414
"14","FBgn0038832",301.922359913768,2.5411488392916,0.202516257324246,12.547875774847,4.0831711982054e-36,2.42744527733311e-33,617.607718477782,442.833152615207,391.041738369457,421.716834724585,87.4310206234846,73.5613081601937,79.264746425663
"15","FBgn0034897",892.504226935569,1.92150230340743,0.15892587020625,12.0905570686116,1.18480627329941e-33,6.57409507511398e-31,988.348055885498,1378.69465146699,1487.19023332636,1362.26510649204,356.449545618822,359.924972069519,314.657023689753
"16","FBgn0039419",1564.3067965081,1.16046466862816,0.0963584108681831,12.0432109472588,2.10595900714141e-33,1.09549355102737e-30,2029.40800808489,1981.03697492344,2218.46907476531,1971.55946076289,910.994550552392,910.321188482397,928.358317985416
"17","FBgn0003501",277.455454354175,-2.1535522733795,0.180607011696095,-11.9239682510403,8.87770492503465e-33,4.34641988770961e-30,82.581970891766,128.276605921282,130.860424257496,106.42696144469,484.233344991607,543.828242470003,465.980630502382
"18","FBgn0035189",215.649109473704,-2.97495829118582,0.253548137561176,-11.7333076069945,8.6029916542331e-32,3.97792775212123e-29,32.5056693935675,65.2537517077824,73.8976513454093,47.8921326501106,352.169705448441,530.692294584255,407.13256118636
"19","FBgn0033764",65.204000810515,-3.41145541608909,0.294643866778187,-11.5782332528825,5.31297351229695e-31,2.32736202857092e-28,10.5423792627786,13.385384965699,16.934878433323,10.642696144469,143.068942838429,140.554642377513,121.299081651393
"20","FBgn0040827",215.987277141888,1.9899485795022,0.176483542701197,11.2755475612327,1.73297052079959e-29,7.2117568223075e-27,295.186619357802,357.501323458876,323.302224636166,297.995492045133,89.2652378393619,66.9933342173193,81.6667084385619
"21","FBgn0032405",79.6140619600449,-2.6726179730432,0.239772148404261,-11.1464904945386,7.4486565100984e-29,2.95215086350233e-26,21.9632901307888,22.8666993164024,29.2511536575578,23.9460663250553,155.90846334957,148.436211108962,154.926549831978
"22","FBgn0052407",187.056692286253,2.20300575007156,0.198261635690909,11.111608871754,1.10156677569689e-28,4.16742739732964e-26,317.149909488591,290.574398630381,264.79991732105,256.755044485315,73.9800943737177,47.289412388696,58.8480693160225
"23","FBgn0033913",5213.06530296395,1.16143520591212,0.105040662629155,11.0570057046627,2.02753518167299e-28,7.33703274654971e-26,7369.12310468227,6659.22902043523,6912.50946960183,6381.62667562724,2757.43988120221,3272.16461834004,3139.36435085883
"24","FBgn0023479",3091.86000673672,1.52546339252817,0.139198207527258,10.9589298571209,6.02070816088697e-28,2.08793141762759e-25,3400.79584385134,4826.54672888161,4734.06828931528,4209.1863251375,1527.29153508716,1544.78747136407,1400.34385352005
"25","FBgn0026562",43909.3483914385,2.36251006628683,0.226919177952984,10.4112401939704,2.20332338326912e-25,7.33530420757957e-23,51358.0791102314,51033.453354848,77155.3061422194,88694.8993309868,9054.30758330897,14700.4392789416,15368.9539395335
"26","FBgn0034010",547.24959552593,1.45179598130047,0.139774423680255,10.3867069745289,2.85024400105363e-25,9.12406954644975e-23,636.056882187645,761.851494297699,748.213719872269,862.058387701991,281.858045506478,269.286931657852,271.421707457573
"27","FBgn0001224",598.924195179851,-1.48574818033015,0.143621307844748,-10.3449007854476,4.41373229416377e-25,1.3605738475676e-22,329.449351961833,317.345168561779,295.590605381637,411.074138580116,920.165636631778,878.7949135566,1040.04955158521
"28","FBgn0063649",646.206703234271,1.30942413795206,0.128284801966023,10.2071649788949,1.84167300740331e-24,5.47437301450634e-22,945.300007229152,849.971945321883,928.339245026704,750.310078185066,364.397820220957,342.848239818046,342.27958683809
"29","FBgn0037754",269.759434828675,2.34206513808356,0.23403935935497,10.007142151382,1.41789275488534e-23,4.06935220652093e-21,562.260227348194,426.101421408083,351.013843890694,307.307851171543,97.2135124414968,73.5613081601937,70.8578793805169
"30","FBgn0003748",1095.96898175689,-1.07309674834891,0.107628469869886,-9.97038004578337,2.05441206754696e-23,5.69962387939779e-21,811.763203233956,769.65963552769,695.869550169271,694.435923426604,1620.22520735828,1575.00015150129,1504.82920108115
"31","FBgn0085359",68.610037631773,4.9181271187478,0.495981365537995,9.91595140557966,3.54859293334828e-23,9.5273996723412e-21,147.593309678901,131.065227789136,73.8976513454093,117.069657589159,5.5026516476319,3.94078436572466,1.20098100644944
"32","FBgn0261552",5128.82302485314,1.89626306846235,0.191314189201082,9.91177432463865,3.70015734896205e-23,9.62387800481599e-21,6169.04893193597,9341.88325731073,8042.52772142537,6332.40420595907,2588.08049160287,1753.64904274747,1674.16752299052
"33","FBgn0039109",475.414402545912,1.30361106436359,0.131802399431173,9.89064743881492,4.57062246292516e-23,1.15276638663412e-20,698.432626159085,623.535849652143,635.827708451126,597.321321108324,278.801016813349,228.56549321203,265.416802425326
"34","FBgn0024288",58.8511039030606,4.58583598498738,0.465011654232547,9.8617657068312,6.09676698490603e-23,1.49245269456979e-20,80.8249076813029,99.8326628691714,112.386011421143,105.096624426632,2.44562295450307,6.56797394287444,4.80392402579776
"35","FBgn0024315",92.0861494119137,2.28680426950218,0.232770722704648,9.82427791146141,8.85060253678101e-23,2.10467328324652e-20,141.44358844228,131.065227789136,149.334837093848,137.024712860039,28.1246639767853,27.5854905600726,30.024525161236
"36","FBgn0016715",150.876047301718,1.97377846743229,0.203825678571824,9.68365949404543,3.53819455539118e-22,8.18010924570022e-20,183.613105493395,232.571063779019,226.311557245316,242.12133728667,48.3010533514355,64.3661446401695,58.8480693160225
"37","FBgn0050147",973.928360811672,0.951910712980846,0.0998103154878849,9.53719771676696,1.4674389094218e-21,3.30094433597774e-19,1189.53179348352,1209.70416627504,1239.32519443863,1273.13252628211,608.960115671263,627.898308938796,668.946420592338
"38","FBgn0040099",910.115655435202,1.78131590143391,0.190311169242696,9.36001764122564,7.97233800199944e-21,1.74615182080635e-18,1228.18718411371,1532.62657857253,1194.67869675078,1279.7842113724,512.969414707018,299.499611795074,323.063890734899
"39","FBgn0003137",4518.86099683279,-0.918382897618955,0.099172298481036,-9.26047809403723,2.03518861074992e-20,4.34330123263374e-18,3287.46526677647,3227.55094985416,3493.20356047362,3075.73918575155,5834.03355796706,6729.54610186915,5984.48835513756
"40","FBgn0001226",1323.88502751031,-1.71861747432762,0.186315211859643,-9.22424667945157,2.85561057347389e-20,5.94181170075579e-18,474.407066825039,639.709856485696,680.474206138977,880.683105954812,1942.43603161406,2233.11114057731,2416.37378497627
"41","FBgn0037290",67.0979552373649,-3.01027330279407,0.330024351120396,-9.121367234189,7.41824694283649e-20,1.50590412939581e-17,26.3559481569466,10.0390387242742,15.3953440302936,15.9640442167035,162.633926474454,115.59634139459,123.701043664292
"42","FBgn0001225",420.296785851059,-1.34740634570324,0.151024427648371,-8.92177753416417,4.58863233927321e-19,9.09313975232642e-17,247.745912675298,220.858851934033,244.785970081668,300.65616608125,582.05826317173,626.584714150221,719.387622863214
"43","FBgn0034751",16641.1463539108,1.06148837739814,0.119127367496859,8.91053331994537,5.07876633291026e-19,9.83036562530514e-17,18993.8533051062,22489.6776398685,19872.310074303,24334.5247343284,9422.98524370031,10628.2954343594,10746.3780457096
"44","FBgn0260011",89.2769721375591,-2.38811376903427,0.269977009260239,-8.84561902355283,9.10223041897247e-19,1.72176963129791e-16,26.3559481569466,24.5398724371147,29.2511536575578,49.2224696681692,139.400508406675,176.021701669035,180.147150967416
"45","FBgn0039257",521.9273090084,1.05270341604599,0.120273683969373,8.75256649088806,2.08554569308697e-18,3.85733262301397e-16,678.226399238759,703.290435072766,686.632343751094,613.285365325028,313.651143915018,311.321964892248,347.083510863888
"46","FBgn0037153",103.138008401758,-1.84115983837325,0.212029710803134,-8.68349926715099,3.83775400740689e-18,6.94383187035815e-16,39.5339222354199,45.7333986328048,61.5813761211744,51.8831437042865,171.193606815215,183.903270400484,168.137340902921
"47","FBgn0040271",1010.0394401539,-0.916711157208035,0.106709501261314,-8.59071728733092,8.64280558215944e-18,1.53051214596411e-15,759.929838525294,727.830307509881,728.199772632887,710.399967643307,1426.40958821391,1467.28537883815,1250.22122771387
"48","FBgn0037239",747.673982647397,0.875522805636753,0.102492504166165,8.54231060856237,1.31564218212838e-17,2.28126872538635e-15,897.859300546648,910.206177667529,929.878779429733,977.797708273092,502.57551715038,510.988372755631,504.412022708764
"49","FBgn0036968",736.417217926066,0.975701193539758,0.115460163067742,8.45054404580481,2.89948501090653e-17,4.92498239709695e-15,925.972311914058,983.268070605302,880.613678532794,944.539282821626,514.19222618427,429.545495863988,476.789459560427
"50","FBgn0261362",5796.36332524863,-1.51956676721593,0.181090900221005,-8.39118235848095,4.81277131036909e-17,8.01133912324038e-15,2137.46739552837,3571.10916397377,3551.70586778873,3621.17736315559,8903.90177160704,10336.6773912958,8452.50432339115
"51","FBgn0038149",993.470196777235,-1.04984634953631,0.125439981722838,-8.36931204164209,5.79555915024172e-17,9.45812525636506e-15,658.020172318434,648.633446462828,672.77653412383,744.988730112832,1244.21067810343,1387.15609673508,1598.5057195842
"52","FBgn0051642",110.537870170146,-2.0150517584316,0.241004281082459,-8.36106209143298,6.21561205463492e-17,9.9485652174474e-15,44.8051118668092,39.5984305235261,70.8185825393505,39.9101105417588,179.753287155975,225.938303634881,172.941264928719
"53","FBgn0031449",920.63439812227,0.853181650985497,0.102432836199392,8.32918117511389,8.14034090315421e-17,1.2783407044708e-14,1122.76339148593,1121.02599087729,1180.82288712352,1126.79545429566,589.395132035239,637.09347245882,666.544458579439
"54","FBgn0033095",1489.11266835328,-0.764441398659534,0.0921834053241133,-8.29261401194486,1.10786393164318e-16,1.70754657464189e-14,1113.09954382838,1200.22285192434,1166.96707749625,1102.8493879706,1996.23973661313,1948.06107145656,1896.34900918366
"55","FBgn0051195",924.936169233483,-0.801024891626004,0.096966335052753,-8.2608555968442,1.44631971764366e-16,2.18867618362694e-14,687.890246896307,738.984794981296,685.092809348065,691.775249390487,1216.69741986527,1238.71988562612,1215.39277852683
"56","FBgn0063498",343.876460247736,1.37084774951851,0.166174276661099,8.24945820173033,1.59114247899345e-16,2.36483550940402e-14,530.633089559858,449.525845098056,460.320786505779,429.698856832937,214.603414257644,145.809021531813,176.544207948068
"57","FBgn0030237",2009.26220112743,0.944066674949393,0.114842076478814,8.22056430792207,2.02547841560884e-16,2.95755383387937e-14,2384.33477659844,2611.26551705844,2307.76207014101,2816.32346723012,1306.57406344326,1219.0159637975,1419.55954962324
"58","FBgn0030041",86.8729127322921,2.84372968401025,0.346280979715662,8.21220295248469,2.17166801960351e-16,3.11634360813104e-14,76.4322496551452,153.374202731967,152.413905899907,170.283138311504,24.4562295450307,13.1359478857489,18.0147150967416
"59","FBgn0035968",295.080008715197,-1.10726944214825,0.137023513598337,-8.0808717647837,6.4305403568659e-16,9.07142159155845e-14,192.39842154571,189.068562640498,187.823197169582,222.166282015791,429.206828515288,399.332815726766,445.563953392742
"60","FBgn0261284",51.0130239523776,-2.31069309830521,0.29187221513829,-7.91679707234345,2.43707014447547e-15,3.38062246874489e-13,22.8418217360204,17.8471799542653,16.934878433323,17.2943812347622,84.9853976689815,86.6972560459426,110.490252593348
"61","FBgn0038198",62.2913022634452,-2.39410775632576,0.304394285900511,-7.86515341194104,3.68645390406268e-15,5.02989440057602e-13,28.1130113674097,20.0780774485484,29.2511536575578,10.642696144469,103.327569827755,107.714772663141,136.911834735236
"62","FBgn0036985",1932.81686662789,1.34828042650438,0.171952031003478,7.84102646904535,4.4687822145469e-15,5.99897973736675e-13,1989.87408584947,3448.40980178819,2587.95733149235,2423.87404690282,1047.33803026594,1039.05347776274,993.211292333686
"63","FBgn0039479",175.678112416903,-1.54929789014352,0.198318108099295,-7.81218571008055,5.62046634204854e-15,7.42526053410635e-13,73.7966548394505,89.2358997713263,117.004614630231,107.757298462749,240.893861018552,300.813206583649,300.24525161236
"64","FBgn0001137",494.057862333951,1.25440704856666,0.161453008609644,7.76948698180983,7.88046414128966e-15,1.02482973512428e-12,781.893128656083,583.937419128617,597.339348375392,671.820194119607,320.988012778527,243.015035886354,259.411897393079
"65","FBgn0002527",37820.8447269353,0.747863941631574,0.0963909341286709,7.75865436300536,8.58352257598035e-15,1.09908705230592e-12,42890.7914990097,49063.0131430224,46834.1760745561,44224.393491323,28629.0737111515,27871.854223982,25232.6109455027
"66","FBgn0034638",1664.00941883663,0.912090384897804,0.118129942744625,7.7210770081348,1.15350832041349e-14,1.45464390163659e-12,2312.29518496945,1833.79774030076,2001.39472393817,2180.42237259809,1054.67489912945,1083.71570057428,1181.76531034625
"67","FBgn0001258",1520.17422079885,-0.93835218220563,0.12203985354278,-7.68889960914858,1.48405849129874e-14,1.8435550482208e-12,1077.07974801388,1021.75105238169,1085.3717541357,1181.33927203606,1792.64162565075,2210.78002917154,2272.25606420234
"68","FBgn0032598",315.321279016528,-1.08702283727705,0.141551813729348,-7.67932821656018,1.59925010007883e-14,1.95743508572884e-12,209.969053650341,203.569396353338,209.376678811993,227.487630088025,401.082164538503,501.793209235607,453.970820437888
"69","FBgn0034438",74.5940245247824,-1.90045649229884,0.247645505057329,-7.67410049239087,1.6658344996966e-14,2.0093826870978e-12,28.9915429726413,35.6943599085305,33.8697568666459,39.9101105417588,147.960188747435,130.045884068914,105.686328567551
"70","FBgn0038528",152.602204393006,-1.39541633273514,0.182416283298702,-7.64962594074009,2.01564780344371e-14,2.39660523829458e-12,79.0678444708398,83.1009316620477,98.530201793879,102.435950390514,253.733381529693,207.547976594832,243.799144309236
"71","FBgn0036684",908.268719002069,0.879658731060288,0.115362847710413,7.62514751082108,2.43755489631666e-14,2.85743231014698e-12,1015.58253564768,1218.62775625218,1211.61357518411,1070.9212995372,615.074173057521,614.762361053047,611.299332282765
"72","FBgn0024984",120.722809158927,-1.48283583482787,0.194929810549814,-7.60702444970022,2.80478268407232e-14,3.24225087215749e-12,70.2825284185243,64.1383029606408,64.6604449272331,73.1685359932245,162.633926474454,203.607192229108,206.568733109304
"73","FBgn0031912",1318.33887038031,1.07464158605788,0.141497692679903,7.59476402550921,3.08353828968104e-14,3.51565605274182e-12,1649.88235462486,1414.94673574909,1909.02265975641,1830.54373684867,706.785033851386,838.073475110778,879.118096720989
"74","FBgn0261560",1755.86868173783,0.887317624303049,0.116942362559453,7.58764920498286,3.25761402258717e-14,3.66393533918824e-12,2084.75549921448,2484.66208425787,1967.52496707152,2204.36843892315,1140.88310827568,1145.4546556373,1263.43201878481
"75","FBgn0050463",42.093388347849,-2.61791010485939,0.346472752854125,-7.55589027793365,4.16004432650433e-14,4.61653985726607e-12,13.1779740784733,12.8276605921282,13.8558096272642,13.3033701805863,99.6591353959999,85.3836612573677,56.4461073031236
"76","FBgn0034389",110.751462135446,1.92177212927896,0.257035156531141,7.47668978522062,7.62180432238195e-14,8.34687860199802e-12,120.358829916723,198.549876991201,190.902265975641,138.355049878097,47.078241874184,36.7806540800969,43.2353162321798
"77","FBgn0002868",100.134853725014,2.13187604134283,0.286475987776132,7.44172681938284,9.93775692042908e-14,1.07418117985365e-11,201.183737598026,167.317312071237,101.609270599938,129.042690751687,40.3527787493006,30.2126801372224,31.2255061676854
"78","FBgn0086910",87.0667848162797,-1.8072846599153,0.243317135857159,-7.42769165660524,1.10509195518607e-13,1.17918978756585e-11,28.9915429726413,42.9447767649508,52.3441697029982,45.2314586139934,127.172393634159,160.258564206136,152.524587819079
"79","FBgn0032004",961.594774571443,1.18566606201243,0.160783334409508,7.37430944797169,1.65199073331137e-13,1.74044542700639e-11,1621.76934325745,1122.699163998,1110.00430458417,1209.27634941529,611.405738625766,508.361183178481,547.647338940944
"80","FBgn0011260",211.128216078428,-2.04874772560178,0.279091467350505,-7.34077521269686,2.1236021576041e-13,2.20934259471737e-11,72.0395916289874,141.10426651341,76.976720151468,66.5168509029314,493.404431070993,319.203533623698,308.652118657506
"81","FBgn0035765",556.565924409498,-0.990068285637376,0.135039962133758,-7.3316688630045,2.27304177273733e-13,2.33562057709788e-11,394.460690748968,455.103088833764,372.567325533105,337.905602586892,813.781038110895,776.334520047759,745.809205005102
"82","FBgn0031322",396.81370023956,1.41153423740173,0.192777044648603,7.32210746344149,2.44106539252388e-13,2.47768137341174e-11,480.55678806166,529.83815489225,524.981231433012,627.919072523672,150.405811701939,200.980002651958,263.014840412427
"83","FBgn0034405",2290.49513443639,-0.656476600383856,0.0897587611599949,-7.3137885583524,2.59713708791338e-13,2.60433397381965e-11,1849.30902901242,1786.39116854724,1775.08316669285,1939.63137232948,3011.78466847053,2804.52487360738,2866.74166239481
"84","FBgn0000406",265.508207219706,2.0331945985978,0.279509713101845,7.27414649041897,3.48617522326154e-13,3.45421861704831e-11,207.333458834647,414.946933936668,409.51615120581,538.786492313744,86.2082091462331,84.0700664687928,117.696138632045
"85","FBgn0027515",446.29995365465,-0.900753549996327,0.124013571205747,-7.26334659375236,3.77628667730857e-13,3.69765106061638e-11,303.093403804886,339.654143504611,312.52548381496,347.217961713302,648.090082943312,604.253602744448,569.264997057034
"86","FBgn0031150",795.373694523486,-1.18121696486091,0.162872004577439,-7.252424797776,4.09375553419546e-13,3.96189852454753e-11,557.867569322037,581.148797260763,471.097527326984,449.653912103816,1437.41489150918,1021.97674551126,1048.45641863036
"87","FBgn0000567",261.177919822776,1.22641843267449,0.169246414664782,7.24634808426276,4.28158910310316e-13,4.09605357530202e-11,309.243125041507,334.634624142474,411.055685608839,332.584254514657,162.022520735828,155.004185051837,123.701043664292
"88","FBgn0034885",160.521967260824,-1.63327053575339,0.226566429733412,-7.20879319003775,5.64499187458511e-13,5.33900765592862e-11,87.8531605231554,60.7919567192161,115.465080227202,77.1595470474004,219.49466016665,275.854905600726,287.034460541416
"89","FBgn0033065",29.9474261954372,-3.02197453654206,0.419782105509433,-7.19891223775415,6.06947991095415e-13,5.67598666279453e-11,2.63559481569466,8.92358997713263,7.6976720151468,10.642696144469,58.6949509080736,66.9933342173193,54.0441452902248
"90","FBgn0051431",2283.72217226644,0.732615752070722,0.101911967657258,7.18871167844189,6.54055249289922e-13,6.04855759982224e-11,3009.8492795233,2602.89965145488,2644.92010440444,2759.11897545359,1723.55277718604,1548.72825572979,1696.98616211306
"91","FBgn0037646",39.6194029275577,2.80724285810134,0.391136993168104,7.17713462836495,7.11875812243627e-13,6.51092569813595e-11,55.3474911295879,76.4082391791982,49.2651008969395,69.1775249390487,8.55968034076073,6.56797394287444,12.0098100644944
"92","FBgn0030037",713.788951310912,-0.727614419887604,0.101689405945961,-7.15526276428701,8.35127981280822e-13,7.55518498717422e-11,551.717848085416,569.994309789347,563.469591508746,541.447166349862,895.709407086748,960.237790448243,913.946545908023
"93","FBgn0023549",216.541760282419,1.57171027103717,0.220578773001295,7.12539221091754,1.03784724851789e-12,9.28817489184347e-11,200.305205992794,326.268758538912,335.6184998604,347.217961713302,89.2652378393619,109.028367451716,108.08829058045
"94","FBgn0003502",1202.90340589069,-0.729433757455019,0.103631464714937,-7.03872862804264,1.94001779462908e-12,1.71774128773381e-10,839.876214601365,967.094063771749,988.381086744849,960.503327038329,1584.15226877936,1552.66904009552,1527.64784020369
"95","FBgn0039113",474.333402699434,-0.948034979122468,0.135177419762164,-7.01326435132786,2.32820950236138e-12,2.03975659875303e-10,346.141452461232,297.824815486802,369.488256727046,348.548298731361,677.437558397349,581.922491338675,698.970945753574
"96","FBgn0053307",1013.60990880891,1.45264319066959,0.207637378016407,6.99605824609672,2.63264124831197e-12,2.2824451155938e-10,1199.19564114107,1845.50995214574,1134.63685503264,1392.86285790738,661.541009193079,411.15516882394,450.36787741854
"97","FBgn0003076",1498.63736847875,-0.712412497329623,0.101861851681835,-6.99390876532306,2.67331439873792e-12,2.29381399388616e-10,1156.14759248472,1186.27974258507,1123.86011421143,1237.21342679452,1778.57929366235,1941.49309751368,2066.88831209948
"98","FBgn0035344",77.3906854234971,1.64720763039116,0.235810116088792,6.98531368251782,2.84220223503921e-12,2.41384175532973e-10,102.788197812092,110.987150340587,120.08368343629,102.435950390514,32.4045041471656,39.4078436572466,33.6274681805843
"99","FBgn0031327",756.376001806102,-1.22581683579119,0.17588685952277,-6.96934858645592,3.18411856985852e-12,2.67691099564974e-10,337.356136408917,462.353505690185,551.153316284511,576.035928819386,1098.08470657188,1174.35374098595,1095.29467788189
"100","FBgn0063492",587.735380417937,-0.796082756435304,0.115255798192148,-6.90709507827205,4.94678413766824e-12,4.11720843778127e-10,462.986155957029,460.680332569472,403.358013593692,457.635934212168,787.490591349987,727.731512870488,814.26512237272
"101","FBgn0038805",749.301501358822,-0.753797463447003,0.109291925053374,-6.89710116350207,5.30743883984271e-12,4.37364489742682e-10,556.989037716805,595.649630973603,535.757972254217,626.588735505614,972.135124414968,943.161058196769,1014.82895044978
"102","FBgn0033426",352.952359113148,0.984338240784804,0.143436956938269,6.86251480647649,6.76587232728249e-12,5.52081915489923e-10,398.853348775125,466.25757630518,441.846373669426,485.573011591399,228.665746246037,199.666407863383,249.804049341483
"103","FBgn0039640",72.0247462362931,1.79885247018842,0.262377316561087,6.85597556132336,7.08274857181235e-12,5.72327343331982e-10,80.8249076813029,116.564394076295,104.688339405996,113.078646534983,31.1816926699141,30.2126801372224,27.6225631483371
"104","FBgn0000116",658.392246950606,-1.29078588445783,0.189937542881083,-6.79584385939947,1.0768035315912e-11,8.61753441676301e-10,410.274259643136,366.98263780958,464.939389714867,383.137061200885,698.225353510625,1229.52472210609,1055.66230466906
"105","FBgn0033367",15324.7662695322,-1.45482507786641,0.214808451892316,-6.77266217902695,1.26433945976246e-11,1.00219974510504e-09,5403.84790377929,10095.9266103784,9897.66667707575,9706.13888375575,18900.3855981383,29277.4006477571,23991.9975658404
"106","FBgn0031703",90.8211171043253,1.84589484439384,0.272779979658011,6.76697331933255,1.31504315366394e-11,1.03255699697594e-09,85.2175657074607,142.777439634122,143.17669948173,155.649431112859,38.5185615334233,36.7806540800969,33.6274681805843
"107","FBgn0051363",7162.51092793587,-0.918314679579976,0.135772854986321,-6.76361029362233,1.34594822316314e-11,1.04694645433522e-09,5798.30859452825,5548.79979265579,4937.28683051516,4453.96833646029,11345.2448859397,8793.2035147203,9260.76454073162
"108","FBgn0033775",46.8800238170876,-1.93462219747189,0.287766482734189,-6.72288926455313,1.78155980885469e-11,1.37295576750903e-09,22.8418217360204,18.9626287014068,16.934878433323,26.6067403611726,85.5968034076073,82.7564716802179,74.4608223998652
"109","FBgn0038865",282.797843257863,1.03742693673294,0.154535917980223,6.71317678305514,1.90432163200155e-11,1.4540980681788e-09,410.274259643136,324.5955854182,329.460362248283,384.467398218944,167.52517238346,174.70810688046,188.554018012562
"110","FBgn0052625",155.798966266562,-1.60333793598472,0.240416748566347,-6.6689943423066,2.57562181129952e-11,1.94880912140417e-09,74.6751864446821,90.3513485184679,63.1209105242038,105.096624426632,335.05034476692,204.920787017682,217.377562167348
"111","FBgn0033724",152.832426365126,-1.42422766091929,0.214606182678884,-6.63647078169396,3.21282586589326e-11,2.40904051187654e-09,103.666729417323,65.8114760813532,76.976720151468,110.417972498866,228.054340507411,220.683924480581,264.215821418877
"112","FBgn0035727",65.2382080197701,-1.58874208215215,0.239593209084361,-6.63099796619344,3.33424830162225e-11,2.47776326914304e-09,32.5056693935675,36.8098086556721,38.488360075734,31.9280884334071,95.9907009642453,111.655557028865,109.289271586899
"113","FBgn0029801",1492.2907154224,0.810052001640191,0.122757803109052,6.59878216393771,4.14548888975309e-11,3.05335433888628e-09,1583.11395262726,2050.75252161979,1933.65521020488,1746.73250471098,995.368542482748,1035.11269339701,1101.29958291414
"114","FBgn0052412",1088.29296393936,0.6641553881963,0.100720190393868,6.59406406599424,4.27946893674558e-11,3.12438771583627e-09,1318.67593945256,1249.30259679857,1247.02286645378,1352.95274736562,769.75982492984,856.463802150827,823.872970424315
"115","FBgn0035147",19322.7427980903,1.10389880686393,0.167464178638976,6.59185036367534,4.34378293401178e-11,3.14376568345914e-09,25327.1876472205,19509.7563118798,26031.9872208234,29399.1177620776,9166.80623921612,12814.117162548,13010.2272428668
"116","FBgn0015568",210.36568254021,-1.06657571525399,0.162174181128783,-6.57672946353295,4.80908611099804e-11,3.45051928464109e-09,144.957714863206,144.450612754835,113.925545824173,167.622464275387,287.972102892736,307.381180526524,306.250156644607
"117","FBgn0035761",584.24372961436,-0.739237993599574,0.112577482201314,-6.56648185005284,5.15179235309969e-11,3.66481775682467e-09,490.220635719207,453.429915713052,412.595220011868,457.635934212168,770.982636407091,756.630598219135,748.211167018001
