"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cell_001","Cell_002","Cell_003","Cell_004","Cell_005","Cell_006","Cell_007","Cell_008","Cell_009","Cell_010","Cell_011","Cell_012","Cell_013","Cell_014","Cell_015","Cell_016","Cell_017","Cell_018","Cell_019","Cell_020","Cell_021","Cell_022","Cell_023","Cell_024","Cell_025","Cell_026","Cell_027","Cell_028","Cell_029","Cell_030","Cell_031","Cell_032","Cell_033","Cell_034","Cell_035","Cell_036","Cell_037","Cell_038","Cell_039","Cell_040"
"11","Gene_1780",32.9581012391542,-22.0655744144364,2.0760788461233,-10.6284857415892,2.1964980300091e-26,2.45808097721927e-24,276.316346981044,0,0,2.53491247404531,0,0,0,0,0,0,0,0,0,0,0,20.9437633544792,0,790.767482631713,2.22140960257834,0,0,22.0882669012996,0,17.4993464900666,148.223537072536,0,0.707998609933744,36.1232271646036,0,0,0,0,0,1222.92732999236,0,0,0.8977582838688,0,0,0
"12","Gene_0311",114.781251762605,-26.2197731439157,2.5315735987365,-10.3571048287918,3.88544917843945e-25,3.64113085006858e-23,506.349705842763,2.02070570847212,0,0,0,718.34110742311,0,0,2049.17568323042,0,0,0,842.104352932351,0,0,0,0,0.766247560689645,0,0,0,0.237508246250533,0,0,4.87577424580711,0,0,467.378985314332,0,0,0,0,0,0,0,0,0,0,0,0
"13","Gene_0846",27.5803154031536,-24.289158616502,2.34725707860104,-10.3478902408842,4.2780906218941e-25,3.64113085006858e-23,0,0,125.205616384527,0,0,1.47201046603096,36.1862772245632,0,0,0,0,0,0,0,0,0,0,0,162.162900988219,0,0,0,0,7.20561326061566,0,0,620.914780911893,148.383102353064,0,0,0,0,0,0.975221156293746,0,0,0,0,0.707093380938128,0
"14","Gene_1363",149.981445519713,-26.6019750812891,2.57163016888358,-10.3444015407697,4.4367963242103e-25,3.64113085006858e-23,0,0,1304.50716530365,0,0,0,0,0,0,1.44255562623988,0,0,0,0,1.50972996114245,0,0,148.652026773791,2.22140960257834,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.46975819267,0.975221156293746,0,1982.16894169821,1437.31101247395,0,0,0
"15","Gene_1874",14.305827273603,-23.3801405727282,2.25855600408543,-10.3518090897177,4.10651780331017e-25,3.64113085006858e-23,0,0,0,87.454480354563,0,2.94402093206193,0,0,0.583478269712535,0,0,0,1.98142200689965,0,0.754864980571226,0,0,0,0,0,0,332.986561243248,0,86.4673591273879,0,0,0.707998609933744,58.3529054197442,0,0,0,0,0,0,0,0,0,0,0,0
"16","Gene_0938",57.3190629993503,-25.0084870210403,2.42934806880055,-10.2943202508597,7.47456166750965e-25,5.75074088294024e-23,0,0,839.216023334126,0,0,179.585276855777,2.41241848163755,0,0,0,0,0,21.7956420758961,0,0,0,1.04697610996237,0,2.22140960257834,0,0,0,0,557.920341036241,506.105366714778,0,0,0,0,0,0,0,0,0,0,182.459065763015,0,0,0,0
"17","Gene_1497",106.220859871199,-26.1127125077928,2.55212491517227,-10.2317532941095,1.42908317539913e-24,1.03482434642137e-22,0,0,0,1111.55911986887,0,0,0,0,0,0,0,1664.76194153158,854.653358976048,0,0.754864980571226,0,0,0,2.22140960257834,0,0,0,0,0,0.975154849161423,0,0,590.753699630363,0,0,0,0,0,0,22.4477520278469,0,0,0,0.707093380938128,0
"18","Gene_1820",121.639320728148,-26.2886919226707,2.57391572712207,-10.2135014156289,1.72524324580421e-24,1.1798746864361e-22,21.4145168910309,0,0,0,0,0,1.20620924081877,0,0,0,0,0,417.419569453526,0,0.754864980571226,0,1.04697610996237,0,1808.22741649877,0,0,0,0,710.267592832115,0,0,0.707998609933744,1904.52768450918,0,0,0,0,0,0,0,0,0,0,0,0
"19","Gene_1633",75.6374427707549,-25.6668845834629,2.6159747975141,-9.81159474772215,1.00369608013906e-22,6.50289407711149e-21,119.506820069302,0,0,49.4307932438835,0,0,0,0,0,0,0,346.574989031243,0,0,679.378482514103,0,589.447549908812,0,4.44281920515668,0,0,0,0,9.26435990650585,0,0,0,0,986.682696242384,0,0,0,0,0,0,1227.45189695119,0,0,0,0
"20","Gene_1392",19.0765997926099,-23.7868900859629,2.49805312338806,-9.52217143152715,1.69597574229682e-21,1.04387306938369e-19,0,0,0,0,0,0,82.0222283756766,0,0,0,0,2.00332363601875,233.147322811859,0,0.754864980571226,0,1546.38371441441,0,0,0,0,0,0,0,8.77639364245281,0,434.003147889385,0,0,0,0,0,0,0,0.561193800696172,0,1.7955165677376,0,0,0
"21","Gene_0205",14.1883456036481,-23.3873133762585,2.48282932321701,-9.41962186347771,4.52715439618843e-21,2.6537747912895e-19,0,16.165645667777,0,638.797943459417,0,0,534.350693682717,0,6.41826096683789,1.44255562623988,0,4.00664727203749,0,0,0,0.997322064499012,2.09395221992473,0,0,0,0,0,0,2.05874664589019,2068.30343507138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Gene_0370",17.5600069012442,-23.6749230955135,2.58708002510226,-9.15121405824225,5.62972515433191e-20,3.15008712044663e-18,0,0,0,0,0,2.94402093206193,0,0,0,88.7171710137527,0,0,212.012154738262,0,0,238.359973415264,0,67.4297853406887,0,0,0,0,0,31.9105730112979,0,0,0,0,0,258.19859430693,61.0265975984405,0,0,0,0,0,0,0,0,0
"23","Gene_0705",141.630993871094,-26.5251510789513,2.9295106354891,-9.05446485075577,1.37239074367437e-19,7.34527393679628e-18,542.961621817752,4.04141141694425,0,0,0,0,0,0,2142.53220638443,0,0,0,0,0,0,1492.99113055502,0,0,821.921552953986,0,0,0,0,0,1.95030969832285,0,0,0,0,0,0,0,0,0,658.841522017306,0,0,0,0,0
"24","Gene_0257",126.394146342175,-26.3649605525763,2.92449910312513,-9.01520555243209,1.9650160904497e-19,1.00788950305982e-17,0,0,0,1779.5085567798,0,0,373.92486465382,0,0,0,0,0,0.660474002299883,0,0,0,0,773.910036296541,2.22140960257834,0,0,0,0,0,0,0,0,1316.55269466071,0,0,0,0,808.987817691235,0,0,0,0,0,0,0
"25","Gene_1590",41.1770757588546,-24.8377534215413,2.79090667008726,-8.89952848934381,5.6084431828128e-19,2.76159742321702e-17,621.020989839897,0,1.69196778898009,0,0,0,337.738587429257,0,0,0,0,0,0.660474002299883,0,0,0,0,0,0,0,0,0,0,1.02937332294509,0,0,371.699270215215,0,0,0,0,0,0,0,0,0,0,0,313.242367755591,0
"26","Gene_0262",21.0458583858053,-23.9223954238675,2.7311976467451,-8.75893967336162,1.97095560601338e-18,9.33171673462487e-17,0,0,452.601383552175,2.53491247404531,0,0,0,0,0,0,0,0,75.9545102644865,0,0.754864980571226,0,0,0,308.775934758389,0,0,0.237508246250533,0,0,0,0,0,0,0,0,0,0,0,0.975221156293746,0,870.82735932348,0,0,0,0
"27","Gene_0694",11.3098254524701,-23.0472445084144,2.63745263155466,-8.73844869578912,2.36333186121115e-18,1.07750426709293e-16,0,0,393.382510937872,0,0,0,1.20620924081877,0,34.4252179130396,0,0,0,0.660474002299883,0,1108.89665645913,0,1128.64024653943,0,0,0,0,0,43.0860693671749,0,0,0,0.707998609933744,0.555741956378516,0,0,0,0,0,21.4548654384624,0,0,0,0,0,0
"28","Gene_0034",111.514088201057,-26.1816713240254,3.13179880661337,-8.35994677203974,6.27465602566194e-17,2.75860770271066e-15,724.639619957788,0,0,0,0,148.673057069127,0,0,0,0,0,0,0,0,0,0,872.131099598651,1572.33999453515,1141.80453572527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975221156293746,0,0,0,0,0,0
"29","Gene_1997",55.9556848033254,-25.249490012079,3.05321875541054,-8.26979395673336,1.34190720773684e-16,5.69616473353122e-15,0,0,2.53795168347014,196.455716738511,0,0,34.9800679837444,0,0,0,249.605267334762,1129.87453071457,0,0,0,0,0,0,0,0,0,204.257091775459,0,670.122033237256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Gene_0819",13.1302763597526,-23.2774718379613,2.86627082836745,-8.12116971208179,4.6171185339471e-16,1.89455763842963e-14,0,0,54.142969247363,7.60473742213592,0,0,436.647745176396,0,0,2.16383343935982,0,0,0,0,0.754864980571226,0,0,0,1455.02328968881,0,0,0,0,0,0,0,0,23.8969041242762,0,1375.55801501889,0,0,2046.26330357195,0,0,0,0,0,0,0
"31","Gene_1223",19.1088630752981,-23.7875267914114,2.95249375212139,-8.05675770670806,7.83447239508607e-16,3.11104371559708e-14,193.421442886731,0,0.845983894490047,0,292.775283766086,0,0,0,0,0,0,0,0,0,0,0,0,0.766247560689645,395.410909258944,0,0,0,0,172.934718254776,1337.91245304947,0,0,0,0,0,0,0,0,0.975221156293746,0,0,0,0,0,0
"32","Gene_0076",7.70924162379343,-22.5609616921297,2.85323061501523,-7.90716375094317,2.63319162526051e-15,1.0129559033424e-13,303.947981679149,0,0.845983894490047,0,0,1.47201046603096,495.751997976516,0,0.583478269712535,0,0,0,0,0,0,0,0,0.766247560689645,0,0,0,1547.12871607597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753963081665351,0,0,0,0
"33","Gene_0255",17.2104854302745,-23.6389512033393,3.13218578313084,-7.54711017802734,4.4502209661454e-14,1.66006727555303e-12,0,0,0,0,0,0,0,0,0,0,0,831.37930894778,61.4240822138891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.228916431222,0,0,0,0,0,0,0,0,0,0,275.76641856587,0
"34","Gene_1046",24.6521092439189,-23.6040969952372,3.13204785686479,-7.53631428188492,4.83440653429725e-14,1.75033954227056e-12,0,0,0,140.687642309514,0,0,1127.80564016555,0,0,0.721277813119941,0,2.00332363601875,0,0,0,0,840.72181629978,0,1164.01863175105,0,0,0,0,0,1.95030969832285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Gene_1087",5.62316773814027,23.2861708852285,3.10692657312299,7.49492153650156,6.63380349699595e-14,2.33320345851486e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.48500843338,0.296749327106918,0,223.36725435088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2627058476236
"36","Gene_1015",186.339337192559,-11.0834429044257,1.48137802737401,-7.48184642921496,7.32855561242419e-14,2.5059588774706e-12,1135.66018609209,0,1.69196778898009,0,0,961.222834318219,0,0,1.75043480913761,7.21277813119941,1.13456939697619,1208.0041525193,885.695637084143,0,0,0.997322064499012,917.151072327033,652.842921707577,4.44281920515668,0,0,0.237508246250533,0,169.846598285941,1.95030969832285,0,120.359763688736,0.555741956378516,0,0,0.337163522643318,0.475817037621922,0,0,0,1279.4753495861,0,0,102.528540236029,0
"37","Gene_1613",386.669657923789,-9.1873414862016,1.26588372806814,-7.25765035326141,3.93872073558192e-13,1.31042303391928e-11,308.783517751317,4.04141141694425,1106.54693399298,556.413288052944,0.3361369503629,0,1.20620924081877,2.35388385341423,748.01914177147,923.235600793524,5.67284698488096,4.00664727203749,21.1351680735963,0,13.5875696502821,3531.517430391,778.950225812,862.02850577585,2.22140960257834,0,0,0,0,0,3045.40859393112,0,0.707998609933744,879.739516947191,0,0,0,0,0,0.975221156293746,841.229507243562,1820.06687914016,2.6932748516064,0,2.12128014281439,3.78811754287081
"38","Gene_1217",68.6058683844423,10.6092190789789,1.51654831556185,6.99563539790581,2.64059426799517e-12,8.55413564184751e-11,0,0,0,0,183.194637947781,0,0,715.580691437927,0,0,194.011366882929,0,0,0,0,0.997322064499012,0,0,0,1219.58007161028,0,0,1.13384393071513,0,0.975154849161423,7.45099895766172,0,0,0,0,0.674327045286636,402.065396790524,0,0,0,0,0.8977582838688,17.6731655770565,0,0
"39","Gene_0298",87.434495448982,-10.9577477801276,1.68044799957107,-6.52073005705892,6.99660040296043e-11,2.20841412719084e-09,0.69079086745261,0,0,51.9657057179288,0,0,8.44346468573142,0.784627951138078,1266.1478452762,0.721277813119941,0,340.565018123187,410.154355428227,0,0.754864980571226,45.8768149669545,632.373570417269,0,0,0,0,0,0,353.075049770167,0.975154849161423,0,383.027247974155,0.555741956378516,0,0,0,0,0,0,0.561193800696172,0,0,0,0.707093380938128,0
"40","Gene_0460",198.634189062238,-12.4925803488263,1.95154330285122,-6.40138516556337,1.53973598340009e-10,4.73853748891379e-09,1551.51628829856,0,2.53795168347014,0,0,1217.35265540761,2.41241848163755,0,0,0,0,0,0.660474002299883,0,0,0,1222.86809643604,0,1104.04057248143,0,0,0,0,0,871.788435150312,0,190.451626072177,0,0,0.500384872687848,0,0,549.419533940037,0.975221156293746,1230.13681112601,0,0,0,0.707093380938128,0
"41","Gene_0827",134.839211800771,-10.5744508504595,1.67416860468619,-6.31624008529392,2.68003590557169e-10,8.0466443896555e-09,0.69079086745261,1228.58907075105,0,0,0,1.47201046603096,0,1.56925590227616,1.16695653942507,205.564176739183,0,1013.68175982549,624.147932173389,0,0,0,1.04697610996237,0,11.1070480128917,0,0,1.18754123125267,0,1.02937332294509,1391.54596975335,0,557.90290462779,0,0,0,0.337163522643318,0,0,349.129173953161,0,0,2.6932748516064,0,0.707093380938128,0
"42","Gene_0602",198.813652129013,-10.9504989468917,1.82676052157121,-5.99449069409111,2.04124153871381e-09,5.98278174799213e-08,0,0,0,917.638315604401,0,1.47201046603096,0,0,0.583478269712535,907.367488904886,0,0,0,0,0.754864980571226,1493.98845261952,0,36.7798829131029,0,2.16237601349341,0.296749327106918,0.475016492501067,0,2.05874664589019,1754.3035736414,0,886.414259637047,0,0,0,0,0,0,0,0,0.753963081665351,1575.56578818974,0,371.931118373456,0
"43","Gene_1701",203.228590746135,-8.11643732133671,1.36896445200005,-5.92888829909251,3.0499246171954e-09,8.7312958227152e-08,0,1418.53540734743,0,898.626472049061,0,0,1051.81445799397,0.784627951138078,2.33391307885014,686.656478090184,0,6.00997090805624,977.501523403827,0,0.754864980571226,0,1.04697610996237,22.2211792599997,6.66422880773502,8.64950405397364,0,0,0,2.05874664589019,2.92546454748427,0,2.83199443973497,657.998476352163,0,0,1159.84251789301,0.951634075243845,0.618019723217139,1213.17511842942,0,0.753963081665351,0,4.41829139426413,0.707093380938128,1.2627058476236
"44","Gene_1256",127.167284257202,-10.5028186287175,1.80911716289767,-5.80549388625285,6.41765466356428e-09,1.79548474791991e-07,0,2.02070570847212,0,823.846554064724,0,972.998918046466,823.840911479223,0,1.16695653942507,0,1.13456939697619,1328.20357068043,0.660474002299883,0,0.754864980571226,0,0,0.766247560689645,0,0,0,0.237508246250533,0,573.360940880417,0,0,15.5759694185424,531.84505225424,0,0.500384872687848,9.77774215665622,0,0,0,0,0,0,0,0,0
"45","Gene_0580",172.890594648476,-8.36939939314731,1.45654904476439,-5.74604708521927,9.13538776908832e-09,2.49903607638838e-07,2.07237260235783,2.02070570847212,4.22991947245023,722.450055102912,0,0,815.397446793491,3.92313975569039,1.75043480913761,0,0,0,1267.44961041348,0,2.26459494171368,0,1.04697610996237,2387.62739910893,1672.72143074149,0,0,0.475016492501067,1.13384393071513,0,4.87577424580711,1.24183315961029,3.53999304966872,3.89019369464961,0,0.500384872687848,0,0,1.23603944643428,8.77699040664371,1.68358140208852,0,0.8977582838688,4.41829139426413,0,0
"46","Gene_0828",84.4867723993009,-10.8327555666711,1.91474389552431,-5.65754803657687,1.53550847922479e-08,4.109154212882e-07,277.007137848497,0,0,0,0,775.749515598317,0,0,0,0,0,0,21.7956420758961,0,0,0,9.4227849896613,567.023194910337,2.22140960257834,0,0.593498654213835,0.237508246250533,0,2.05874664589019,0,0,1.41599721986749,0.555741956378516,0,0,0,0,859.665434995041,0,860.310096467232,0,0,0,1.41418676187626,0
"47","Gene_0510",90.9495381314055,9.94927582326765,1.76710930808172,5.63025489015621,1.79943495702054e-08,4.71298815338784e-07,0,0,0,0,588.911937035801,1.47201046603096,1.20620924081877,0,0.583478269712535,0,1629.24165405781,2.00332363601875,0,0,0,0.997322064499012,0,0,0,0,343.042222135597,0,0,0,0,1064.25101778601,0,0,0,0,0,0,1.85405916965142,0,0,0,0,4.41829139426413,0,0
"48","Gene_1257",120.607551928067,-7.26262594038705,1.29621304446727,-5.60295699182067,2.10725525744604e-08,5.40423171232517e-07,1.38158173490522,2529.9235470071,1.69196778898009,0,0,0,3.61862772245632,949.399820877074,0.583478269712535,1.44255562623988,1.13456939697619,0,705.386234456275,1.00221340171199,1.50972996114245,113.694715352887,1.04697610996237,0,4.44281920515668,4.32475202698682,0.296749327106918,0,3.40153179214539,0,9.75154849161423,0,205.319596880786,1.11148391275703,1.14997983245033,1.50115461806354,0,0.475817037621922,0,702.159232531497,3.9283566048732,2.26188924499605,0,0,519.713634989524,1.2627058476236
"49","Gene_0834",118.307500153936,-4.67664496641444,0.874789145714125,-5.34602537002983,8.99066119722357e-08,2.25867427220045e-06,3.45395433726305,1052.78767411398,9.30582283939051,1119.163857291,5.3781912058064,4.41603139809289,10.855883167369,9.41553541365693,10.5026088548256,22.3596122067182,9.07655517580953,12.0199418161125,7.92568802759859,8.01770721369594,11.3229747085684,9.97322064499012,8.37580887969893,1836.69540297308,0,2.16237601349341,11.5732237571698,13.3004617900299,4.53537572286051,453.953635418787,2.92546454748427,9.93466527688229,4.24799165960246,7.22464543292071,3.44993949735099,6.50500334494203,3.37163522643318,10.9437918653042,5.56217750895425,9.75221156293746,8.41790701044258,9.80152006164956,3.5910331354752,0,4.9496536665669,5.05082339049441
"50","Gene_1875",112.85827343658,-9.95356243830626,1.87694140784487,-5.30307573625065,1.13867651805988e-07,2.80342158746342e-06,288.750582595191,0,1209.75696912077,10.1396498961812,0,0,0,0,0,0.721277813119941,1.13456939697619,42.0697963563937,0,0,0.754864980571226,0,0,0.766247560689645,0,0,0,0.475016492501067,1.13384393071513,0,1.95030969832285,0,914.734204034397,0,0,0,0,0,1092.6588706479,3.90088462517498,0,0,0,0,945.383850314278,0
"51","Gene_0052",87.6548087369717,-11.8167987573702,2.32033000807461,-5.09272332653048,3.529565804399e-07,8.51940295140228e-06,49.7369424565879,0,97.2881478663554,0,0,1.47201046603096,0,0,0,0,0,486.807643552556,0,0,0.754864980571226,0,0,0,0,0,0.296749327106918,0,0,0,1086.32250196583,0,581.266858755603,0,0,0,0,0,0,0,543.235599073894,0,0,0,659.011031034336,0
"52","Gene_1754",218.067023023577,-6.83847265973326,1.3564311363011,-5.04151849417239,4.61852210132426e-07,1.07271711447739e-05,85.6580675641237,0,777.459199036353,0,0,1.47201046603096,6.03104620409387,0.784627951138078,0,365.68785125181,15.8839715576667,20.0332363601875,0,1.00221340171199,0,1679.49035661634,1121.31141376969,823.716127741368,4.44281920515668,10.8118800674671,4.74798923371068,0,0,1.02937332294509,0,0,0,0,0,0.500384872687848,675.001372331922,0.475817037621922,0.618019723217139,5.85132693776248,1236.30994293367,0,1879.0080881374,0,2.82837352375251,2.52541169524721
"53","Gene_1839",49.7378726705592,-10.1354622416891,2.00906918596589,-5.04485475785956,4.53865999456307e-07,1.07271711447739e-05,37.9934977098936,2.02070570847212,0,0,0,1.47201046603096,197.818315494279,0.784627951138078,482.536529052267,319.526071212134,0,6.00997090805624,293.910931023448,0,0,0,0,0,0,0,0,0,0,0,585.092909496854,0,0,0,0,0,0,0,0.618019723217139,0,61.7313180765789,0,0,0,0,0
"54","Gene_1852",175.024679814729,-9.28420121401343,1.8957817692152,-4.89729427974023,9.71652707526525e-07,2.21500830178732e-05,1.38158173490522,0,0.845983894490047,0,0,0,0,0,1555.55306705362,0,0,657.090152614149,0,0,0.754864980571226,0,0,1989.17866755032,6.66422880773502,0,0.593498654213835,0,0,0,1.95030969832285,1.24183315961029,0,733.579382419642,0,0,0,0.475817037621922,0,1.95044231258749,0.561193800696172,2044.74787747643,0,4.41829139426413,0,0
"55","Gene_0385",52.7142679324702,-8.26364603489775,1.70586848923979,-4.84424566549114,1.2709360227709e-06,2.79378972148388e-05,359.211251075357,2.02070570847212,2.53795168347014,385.306696054886,0,0,1.20620924081877,0,0,0,1.13456939697619,254.422101774381,0.660474002299883,1.00221340171199,0,0,0,0,139.948804962435,0,0,0,0,0,919.571022759222,1.24183315961029,0,0,0,0,0,0,0.618019723217139,0,0.561193800696172,0.753963081665351,0.8977582838688,0,37.4759491897208,0
"56","Gene_1187",110.432396604348,-9.0298491647003,1.86354311045337,-4.84552737956435,1.26275795149637e-06,2.79378972148388e-05,0,4.04141141694425,0,0,0,0,585.011481797105,0,0,152.910896381427,0,2.00332363601875,0,4.00885360684797,419.704929197601,660.227206698346,0,0,4.44281920515668,0,0,6.88773914126546,0,1.02937332294509,0.975154849161423,0,0,0,0,0,0,0,0.618019723217139,0,1202.6383148919,5.27774157165746,0,0,1367.51859873434,0
"57","Gene_1882",82.069392550929,-9.42771859579351,1.95897747397057,-4.81257121179902,1.4900075333049e-06,3.21789346227778e-05,3.45395433726305,8.0828228338885,53.2969853528729,264.898353537734,0,0,0,0,0.583478269712535,0,0,0,0,0,0,0,1.04697610996237,809.157424088265,1068.49801884018,0,0,0.237508246250533,0,0,2.92546454748427,0,0,0,0,0,0.337163522643318,0,0,1064.94150267277,0,0,0.8977582838688,4.41829139426413,0,0
"58","Gene_1733",63.7564568578215,-9.47165304644922,1.99184792918443,-4.75520892316686,1.98241297933671e-06,4.20750065097154e-05,0,0,0,700.903299073527,0,0,0,0,1.16695653942507,0,0,0,1.32094800459977,0,4.52918988342735,0,0,0,0,0,0,0,0,1.02937332294509,1013.18588827872,0,2.12399582980123,452.929694448491,0,0,0,1.42745111286577,320.752236349695,0,0.561193800696172,47.4996741449171,0,0,2.82837352375251,0
"59","Gene_1567",87.5638073871895,-11.4135711383317,2.40204206515889,-4.75161168236109,2.01801645286829e-06,4.21047161606926e-05,931.876880193571,0,0,0,0,0,297.933682482237,0,0,0,0,0,0.660474002299883,0,0.754864980571226,0,1397.71310679976,0,6.66422880773502,0,0,0.475016492501067,0,0,0,0,0.707998609933744,865.29022608135,0,0,0,0.475817037621922,0,0,0,0,0,0,0,0
"60","Gene_0026",126.800025719192,-10.1671964789006,2.16667577623239,-4.6925324916773,2.69843661195292e-06,5.46584594644727e-05,0,0,0,391.64397724,0,0,0,0,0,402.473019720927,1.13456939697619,0,0,1.00221340171199,1145.13017552655,0.997322064499012,0,0,2.22140960257834,0,0,0.237508246250533,0,0,0,0,0,0,0,0,0,2062.19104105341,1450.49229039063,0,1347.98750927221,327.973940524428,0,0,0.707093380938128,0
"61","Gene_0344",164.711117599034,-6.27799388942417,1.33955855610063,-4.68661400491442,2.77762122654471e-06,5.46584594644727e-05,485.625979819185,0,0,451.214420380064,995.973783925273,0,1.20620924081877,0.784627951138078,2719.00873686041,318.804793399014,0,685.136683518412,0.660474002299883,0,0.754864980571226,0,0,0,428.73205329762,0,0.296749327106918,0.237508246250533,2.26768786143026,289.253903747571,5.85092909496854,1.24183315961029,221.603564909262,0.555741956378516,1.14997983245033,0.500384872687848,0,0.475817037621922,0,0,0,0.753963081665351,775.663157262643,4.41829139426413,163.338570996708,0
